Date,Open,High,Low,Close,Volume,adj_close,shares
2010-08-31,77.12,78.53,76.8,78.53,787900,78.53,vw
2010-09-01,79.03,80.83,77.68,80.7,619500,80.7,vw
2010-09-02,80.49,82.17,79.34,81.55,645500,81.55,vw
2010-09-03,81.82,83.6,81.44,82.8,560200,82.8,vw
2010-09-06,83.2,83.3,82.31,83.14,461700,83.14,vw
2010-09-07,83.01,83.39,82.31,83.3,422800,83.3,vw
2010-09-08,83.22,84.15,82.23,83.33,820000,83.33,vw
2010-09-09,83.28,85.42,82.61,85.42,1037400,85.42,vw
2010-09-10,85.5,88.07,85.21,87.78,1054700,87.78,vw
2010-09-13,88.56,89.61,88.25,88.96,1045900,88.96,vw
2010-09-14,88.9,89.25,88.08,89.02,688600,89.02,vw
2010-09-15,89.02,89.92,88.79,89.57,657800,89.57,vw
2010-09-16,89.79,89.93,87.82,88.88,785300,88.88,vw
2010-09-17,89.8,92.71,89.33,91.21,3414600,91.21,vw
2010-09-20,91.3,91.9,90.69,91.82,673100,91.82,vw
2010-09-21,91.83,92.6,91.2,91.82,572400,91.82,vw
2010-09-22,91.93,92.19,89.57,90.78,609500,90.78,vw
2010-09-23,91.23,91.23,87.59,88.75,715500,88.75,vw
2010-09-24,88.75,91.13,88.28,90.93,642500,90.93,vw
2010-09-27,91.07,91.32,89.62,91.06,388800,91.06,vw
2010-09-28,91,91.24,89.15,90.29,724300,90.29,vw
2010-09-29,90.69,91.15,88.95,89.95,689500,89.95,vw
2010-09-30,89.45,90,88.22,88.53,896800,88.53,vw
2010-10-01,88.43,89.5,86.3,86.5,952700,86.5,vw
2010-10-04,87,87.26,82.79,83.36,2102300,83.36,vw
2010-10-05,83.75,84.6,81.8,83.97,2599700,83.97,vw
2010-10-06,85,87.19,84.51,84.95,1709000,84.95,vw
2010-10-07,85.3,88.09,84.63,87.13,808800,87.13,vw
2010-10-08,87.5,89.82,87,89.28,805100,89.28,vw
2010-10-11,89.94,90.86,89.89,90.54,704700,90.54,vw
2010-10-12,90.5,92.28,89.39,91.17,986300,91.17,vw
2010-10-13,92.5,92.5,90.3,90.59,836800,90.59,vw
2010-10-14,91.32,92.15,90.59,91.14,588100,91.14,vw
2010-10-15,91.18,92.7,90.57,92.2,1150400,92.2,vw
2010-10-18,91.59,92.18,91.18,91.5,529800,91.5,vw
2010-10-19,91.4,92.64,89.85,90.3,688000,90.3,vw
2010-10-20,89.85,90.9,89.32,90.54,493700,90.54,vw
2010-10-21,90.44,94.49,90.31,93.78,1091000,93.78,vw
2010-10-22,93.89,98.36,93.22,96.76,2126600,96.76,vw
2010-10-25,99.5,103.5,99.26,103.35,2007400,103.35,vw
2010-10-26,103.65,105.65,101.75,104.65,1829400,104.65,vw
2010-10-27,104.8,105.3,103.6,104.45,1217200,104.45,vw
2010-10-28,104.9,108.7,104.5,107.35,1261400,107.35,vw
2010-10-29,107.75,109.4,106.5,108,1276300,108,vw
2010-11-01,109.4,109.5,103.8,105.05,1203200,105.05,vw
2010-11-02,105.6,106.9,105.25,105.8,569400,105.8,vw
2010-11-03,106.6,108,106,106.75,1007900,106.75,vw
2010-11-04,108,108.4,106.8,107.8,784300,107.8,vw
2010-11-05,108.2,108.5,106.9,107.65,682700,107.65,vw
2010-11-08,108.4,109.05,107.75,108.85,407500,108.85,vw
2010-11-09,109.05,113.1,108.3,111.45,984000,111.45,vw
2010-11-10,110.85,111.2,108.1,108.65,911400,108.65,vw
2010-11-11,109.95,111.15,109.1,110.6,691100,110.6,vw
2010-11-12,109.5,114.65,108.55,114,1110000,114,vw
2010-11-15,113.7,117.6,112.6,116.6,919000,116.6,vw
2010-11-16,116.8,118,115.1,115.5,1050300,115.5,vw
2010-11-17,115.3,116.35,114.15,115.9,698400,115.9,vw
2010-11-18,117.2,119.5,116.7,119.15,847000,119.15,vw
2010-11-19,119.15,122.75,118.35,122.7,1082000,122.7,vw
2010-11-22,125,127.2,124.6,125.9,1223300,125.9,vw
2010-11-23,125,125.7,118.65,119,1930500,119,vw
2010-11-24,121.1,124.75,118.4,124.35,1305900,124.35,vw
2010-11-25,124.75,127.3,124.5,127.05,692000,127.05,vw
2010-11-26,126.8,128.4,123.25,127.35,1121000,127.35,vw
2010-11-29,128.95,129,123.6,124.3,1229300,124.3,vw
2010-11-30,124.95,128.1,121.55,123.8,1348700,123.8,vw
2010-12-01,124.55,128.65,124.55,127.8,1209400,127.8,vw
2010-12-02,129,131.9,127.8,130.15,1668100,130.15,vw
2010-12-03,130,135.6,129.5,135.15,1312300,135.15,vw
2010-12-06,137.7,139.45,135.75,136.4,1103300,136.4,vw
2010-12-07,137.2,138.5,136.1,136.9,1007100,136.9,vw
2010-12-08,136,137.25,128.85,129.25,1387600,129.25,vw
2010-12-09,131,131.15,120.2,124.2,3127900,124.2,vw
2010-12-10,125.1,129,124.2,129,1036900,129,vw
2010-12-13,130.3,133,129.6,131.4,696700,131.4,vw
2010-12-14,132,132.85,127.4,128.9,852400,128.9,vw
2010-12-15,128.4,130.45,125.4,129,981700,129,vw
2010-12-16,128.9,129.5,125.75,126.1,643100,126.1,vw
2010-12-17,127.3,127.3,121.8,121.8,1625300,121.8,vw
2010-12-20,122.4,126.8,122.05,126.25,665300,126.25,vw
2010-12-21,127,129.15,125.95,129.15,636100,129.15,vw
2010-12-22,129.1,131.8,128.3,129.85,588000,129.85,vw
2010-12-23,130.5,130.5,127.55,128.1,402200,128.1,vw
2010-12-27,127.45,127.45,120.8,122,1152400,122,vw
2010-12-28,122.9,123.4,117.4,121.25,921100,121.25,vw
2010-12-29,122,123.85,121.5,123.85,551800,123.85,vw
2010-12-30,124.7,125,121.4,121.4,363600,121.4,vw
2011-01-03,124.2,127.6,123.8,127.6,831700,127.6,vw
2011-01-04,126.65,129.65,125.15,129.05,991800,129.05,vw
2011-01-05,128.8,129.55,122.2,125.75,1314400,125.75,vw
2011-01-06,126.45,127.35,124.5,124.85,900400,124.85,vw
2011-01-07,126,129.2,125.45,127.85,895500,127.85,vw
2011-01-10,127.75,128.05,126.05,126.85,545300,126.85,vw
2011-01-11,126.7,131.8,126.4,131.2,1094600,131.2,vw
2011-01-12,131.9,133.25,128.8,130.45,966200,130.45,vw
2011-01-13,131.05,131.8,125.7,125.7,1243100,125.7,vw
2011-01-14,126.3,128.85,125.55,125.75,867700,125.75,vw
2011-01-17,126.55,126.8,123.15,124.25,817500,124.25,vw
2011-01-18,125,126.2,122.55,122.95,1121000,122.95,vw
2011-01-19,123.8,124.3,120.8,121.65,1175700,121.65,vw
2011-01-20,123.2,123.45,115.55,116.05,2411200,116.05,vw
2011-01-21,116.5,116.95,111.8,114,2301300,114,vw
2011-01-24,114.05,115.65,109.4,115.65,2161600,115.65,vw
2011-01-25,116.35,117.2,113.65,114.35,1218200,114.35,vw
2011-01-26,115.45,118.55,115,118.1,1148500,118.1,vw
2011-01-27,119.15,120.65,116.45,118.05,1201100,118.05,vw
2011-01-28,120,120.65,117.25,120.4,1130500,120.4,vw
2011-01-31,119.75,120.1,116.2,118,1082800,118,vw
2011-02-01,119,120.15,117.2,118.15,888100,118.15,vw
2011-02-02,118.4,120.6,115.05,115.8,1313500,115.8,vw
2011-02-03,115.55,116.55,112.75,116,948300,116,vw
2011-02-04,115.5,116,113.95,115.35,693000,115.35,vw
2011-02-07,115.4,119,114.6,119,891000,119,vw
2011-02-08,119.05,123.2,118,122.9,1460200,122.9,vw
2011-02-09,122.95,124.3,122.1,123.4,905600,123.4,vw
2011-02-10,122.85,124.9,122.05,124.9,649700,124.9,vw
2011-02-11,124.3,128.2,123.6,128.2,1147500,128.2,vw
2011-02-14,128.75,129.4,125.6,126.65,760700,126.65,vw
2011-02-15,125.95,127.6,121.85,122.25,1139200,122.25,vw
2011-02-16,122.25,123.35,120.6,123,1342000,123,vw
2011-02-17,123.05,123.5,118.55,121.05,1212500,121.05,vw
2011-02-18,121.5,121.55,118.65,119.65,880900,119.65,vw
2011-02-21,119.65,120.85,116.8,117.35,848400,117.35,vw
2011-02-22,117.2,121.45,116.1,120.7,1073500,120.7,vw
2011-02-23,119.7,120.25,115.05,115.9,1229400,115.9,vw
2011-02-24,113.95,115,111.5,112.45,1631500,112.45,vw
2011-02-25,113.25,119.5,112.75,119.4,1856900,119.4,vw
2011-02-28,120.5,123.25,119.75,122.9,1214700,122.9,vw
2011-03-01,123.5,125.75,119.6,120.95,1262000,120.95,vw
2011-03-02,119,119.85,117.1,119.2,1311200,119.2,vw
2011-03-03,120.1,121.3,118.6,119.05,866300,119.05,vw
2011-03-04,120.25,120.75,116.3,117.1,773100,117.1,vw
2011-03-07,115.2,117.85,114.7,115.95,867700,115.95,vw
2011-03-08,118,119.2,116.4,118.65,863600,118.65,vw
2011-03-09,119,120.35,117.9,118.45,998100,118.45,vw
2011-03-10,117.5,118.05,113.65,114.2,1792600,114.2,vw
2011-03-11,113.1,115.5,112.7,114.3,931800,114.3,vw
2011-03-14,112.25,114.5,111.65,113.2,961000,113.2,vw
2011-03-15,110,110.5,103.3,108.95,2851300,108.95,vw
